"uit","upt","ultg","gi"
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV WONOSARI
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 20KV PLTA WONOGIRI
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GIS 150KV MANGKUNEGARAN
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV JEKULO
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV JEPARA
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV KEDUNGOMBO
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV KUDUS
UITJBT,UPT SEMARANG,ULTG KUDUS,TRS 150KV INC TAMBAKLOROK-SAYUNG
UITJBT,UPT SEMARANG,ULTG KUDUS,TRS 150KV TANJUNGJATI-SAYUNG
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV PURWODADI
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV SAYUNG
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV SEMEN GROBOGAN
UITJBT,UPT SEMARANG,ULTG KUDUS,GI 150KV TANJUNG JATI
UITJBT,UPT SEMARANG,ULTG KUDUS,GITET 500KV TANJUNG JATI
UITJBT,UPT SEMARANG,ULTG KUDUS,GITET 500KV NEW TANJUNG JATI
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV BUMI SEMARANG BARU
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV KALIWUNGU
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV KRAPYAK
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV MRANGGEN
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV PANDEANLAMPER
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV POLYSINDO
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV SRONDOL
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV TAMBAKLOROK
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV UNGARAN
UITJBT,UPT SEMARANG,ULTG SEMARANG,GI 150KV WELERI
UITJBT,UPT SEMARANG,ULTG SEMARANG,GITET 500KV UNGARAN
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV RANDUGARUT
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV KALISARI
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV SIMPANGLIMA
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV PUDAKPAYUNG
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV TAMBAKLOROK
UITJBT,UPT SEMARANG,ULTG SEMARANG,GIS 150KV TAMBAKLOROK III
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV BLORA
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV CEPU
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV PATI
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV PLTU REMBANG (SLUKE)
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV REMBANG
UITJBT,UPT SEMARANG,ULTG REMBANG,GI 150KV SEMEN INDONESIA
